customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,charges_daily
2649-hwlyb,No,male,0,1,0,65,1,1,dsl,1,0,1,1,0,1,two year,0,bank transfer automatic,76.15,4929.55,2.54
2650-gyryl,No,male,0,1,1,33,1,0,no,0,0,0,0,0,0,one year,1,bank transfer automatic,19.45,600.25,0.65
2651-zcbxv,No,male,0,0,0,54,1,1,fiber optic,1,1,0,1,1,1,two year,1,credit card automatic,108.0,5760.65,3.6
2654-vbvpb,No,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,19.9,19.9,0.66
2656-fmokz,Sí,female,1,0,0,15,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,74.45,1145.7,2.48
2656-tabeh,Sí,male,0,1,0,4,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,100.2,420.2,3.34
2657-almwy,Sí,female,1,1,0,26,1,0,fiber optic,0,1,0,0,0,1,month-to-month,0,electronic check,84.95,2169.75,2.83
2657-vpxta,No,female,0,1,1,10,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,88.85,929.45,2.96
2659-vxmwz,Sí,male,0,1,1,67,1,1,fiber optic,1,1,1,0,1,1,one year,1,electronic check,111.3,7482.1,3.71
2660-emubi,Sí,male,1,0,0,10,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.35,898.35,3.18
2661-gkbtk,No,male,0,1,1,60,1,0,dsl,0,1,0,1,1,1,two year,0,bank transfer automatic,76.95,4543.95,2.56
2662-nntdk,No,male,0,0,0,65,1,1,no,0,0,0,0,0,0,one year,0,credit card automatic,24.8,1600.95,0.83
2664-xjzno,No,male,0,1,1,72,1,0,fiber optic,1,0,1,1,1,1,two year,1,credit card automatic,104.9,7559.55,3.5
2665-nptgl,No,female,1,1,0,26,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,bank transfer automatic,98.1,2510.7,3.27
2667-wylwj,Sí,female,0,1,1,8,1,0,no,0,0,0,0,0,0,one year,1,mailed check,19.75,145.0,0.66
2668-tzsps,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.45,20.45,0.68
2669-oidsd,No,female,0,1,0,48,1,0,fiber optic,0,0,1,1,1,1,month-to-month,1,credit card automatic,100.05,4834.0,3.34
2669-qvcrg,No,female,0,0,0,41,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,credit card automatic,81.3,3190.65,2.71
2672-dzuoy,Sí,male,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,25.15,25.15,0.84
2672-huyvi,Sí,female,0,0,0,6,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,91.1,455.3,3.04
2672-ojqzp,No,female,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.75,44.75,1.49
2672-sxzjb,No,female,0,1,1,56,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,19.8,1119.9,0.66
2672-tgeff,No,female,0,1,1,37,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,88.8,3340.55,2.96
2673-cxqeu,No,female,1,0,0,56,1,1,fiber optic,1,1,1,0,1,1,one year,0,electronic check,110.5,6139.5,3.68
2673-zalnp,No,female,0,0,0,7,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.9,173.15,0.66
2674-miaht,No,female,0,0,0,4,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,mailed check,80.3,324.2,2.68
2674-mlxmn,No,female,1,0,0,71,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,credit card automatic,99.65,6951.15,3.32
2675-dhutr,No,male,1,1,0,58,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,98.9,5780.7,3.3
2675-ijrgj,No,male,0,0,0,53,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,19.65,978.0,0.65
2675-otvvj,No,male,1,1,0,31,1,1,fiber optic,1,0,0,0,1,0,month-to-month,0,electronic check,89.45,2807.65,2.98
2676-ishsf,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.3,20.3,0.68
2676-oxppq,No,male,0,0,0,6,1,0,dsl,1,1,0,0,0,0,month-to-month,1,bank transfer automatic,55.7,335.65,1.86
2676-sslto,No,male,0,0,0,49,1,1,dsl,0,0,0,1,1,0,two year,1,bank transfer automatic,66.15,3199.0,2.2
2680-xkknj,No,female,0,0,0,8,1,0,dsl,1,1,0,1,0,0,one year,0,bank transfer automatic,58.2,469.25,1.94
2682-kevrp,No,female,1,0,0,22,1,0,no,0,0,0,0,0,0,one year,1,mailed check,20.05,417.0,0.67
2683-bpjso,Sí,male,0,1,0,29,1,1,fiber optic,1,1,0,0,0,0,month-to-month,1,electronic check,84.45,2467.1,2.82
2683-jxwqq,No,male,0,1,1,61,0,0,dsl,1,0,1,0,0,0,month-to-month,0,bank transfer automatic,33.6,2117.2,1.12
2684-eiweo,Sí,female,1,0,0,30,1,1,fiber optic,1,1,1,0,0,0,month-to-month,0,credit card automatic,91.7,2758.15,3.06
2685-sreom,Sí,female,0,1,1,25,1,1,fiber optic,0,0,1,0,0,1,month-to-month,1,electronic check,89.1,2368.4,2.97
2688-bhgog,No,male,1,0,0,9,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,79.55,718.55,2.65
2690-dvrvk,No,male,0,1,1,5,1,0,no,0,0,0,0,0,0,one year,0,electronic check,20.55,99.45,0.68
2691-nzetq,Sí,male,0,0,0,9,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,85.35,758.6,2.84
2692-aqcpf,No,female,0,1,0,65,1,1,fiber optic,0,1,1,1,1,1,one year,1,credit card automatic,108.05,7118.9,3.6
2692-bucfv,No,male,1,0,0,29,1,0,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer automatic,101.45,2948.6,3.38
2692-pfytj,No,female,0,0,0,1,1,1,no,0,0,0,0,0,0,month-to-month,1,mailed check,25.75,25.75,0.86
2694-ciumo,No,female,0,0,0,12,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,credit card automatic,79.55,958.25,2.65
2696-ecxkc,No,female,0,1,1,55,1,1,fiber optic,1,0,0,0,1,1,one year,0,mailed check,100.9,5448.6,3.36
2696-nartr,Sí,male,0,0,0,11,1,0,fiber optic,0,0,0,1,0,0,month-to-month,1,electronic check,73.85,926.25,2.46
2696-rzvzw,No,male,0,1,0,68,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,25.05,1629.2,0.84
2697-nqbpf,No,male,0,0,0,34,1,1,fiber optic,0,1,0,1,1,1,month-to-month,1,electronic check,105.35,3540.65,3.51
2700-lueva,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,20.75,20.75,0.69
2703-amtul,No,male,0,1,1,36,1,0,dsl,1,1,0,0,0,0,one year,0,mailed check,53.65,1939.35,1.79
2706-qzihy,No,female,0,1,0,15,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.2,387.9,0.84
2709-uqgnp,No,male,0,0,0,10,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,51.65,524.5,1.72
2710-wyvxg,No,female,0,0,0,3,1,0,dsl,1,1,0,1,0,1,two year,0,mailed check,71.1,213.35,2.37
2712-syway,No,female,0,0,0,1,1,1,no,0,0,0,0,0,0,month-to-month,1,electronic check,25.7,25.7,0.86
2716-gfzor,No,male,0,1,0,43,1,0,fiber optic,1,1,1,0,0,0,month-to-month,1,credit card automatic,86.1,3551.65,2.87
2717-hvizy,No,female,0,0,1,8,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.05,163.6,0.67
2718-gaxqd,Sí,female,1,1,1,4,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,46.0,181.6,1.53
2718-yskcs,No,male,0,1,1,71,1,0,no,0,0,0,0,0,0,two year,1,bank transfer automatic,19.6,1387.45,0.65
2719-bdaqo,Sí,male,0,0,0,17,1,0,fiber optic,1,0,0,0,1,1,month-to-month,0,electronic check,93.85,1625.65,3.13
2720-fvbqp,No,female,0,1,1,6,1,1,dsl,0,0,0,0,0,0,month-to-month,1,credit card automatic,48.95,273.25,1.63
2720-wgkhp,Sí,male,1,0,0,2,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,94.0,181.7,3.13
2722-jmoni,Sí,female,1,1,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,49.55,49.55,1.65
2722-vojql,Sí,male,0,0,0,64,1,1,fiber optic,0,1,0,1,1,1,one year,1,credit card automatic,105.65,6903.1,3.52
2724-fjdyw,No,male,0,0,1,39,0,0,dsl,0,0,1,1,1,1,one year,0,bank transfer automatic,54.85,2191.7,1.83
2725-iwwba,No,male,0,1,1,46,1,0,dsl,1,0,1,1,0,0,one year,0,mailed check,56.9,2560.1,1.9
2725-kxxwt,Sí,male,0,1,0,1,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,90.75,90.75,3.02
2725-ttriq,No,female,0,1,1,72,1,1,dsl,1,0,1,1,1,1,two year,1,bank transfer automatic,84.2,5986.55,2.81
2729-vnvap,No,female,0,1,1,33,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.8,641.35,0.66
2731-gjrdg,No,female,0,0,0,32,1,1,fiber optic,1,0,1,1,1,1,one year,1,bank transfer automatic,109.55,3608.0,3.65
2732-isezx,No,female,0,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.5,104.3,0.68
2737-wfvyw,Sí,female,0,0,0,2,0,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic check,45.25,85.5,1.51
2737-yngyw,Sí,female,0,0,0,2,1,0,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,80.55,184.1,2.68
2739-cacdq,No,female,1,0,0,17,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,credit card automatic,82.65,1470.05,2.76
2739-cczmb,No,male,0,0,1,5,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,20.35,122.0,0.68
2740-jfbok,No,male,0,0,0,10,1,1,no,0,0,0,0,0,0,month-to-month,1,electronic check,24.0,226.55,0.8
2740-tvlfn,No,male,0,0,0,1,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,50.15,50.15,1.67
2746-dijlo,No,female,0,0,0,41,1,1,dsl,0,1,0,0,0,0,one year,1,credit card automatic,56.3,2364.0,1.88
2748-myrvk,Sí,female,0,0,0,63,1,1,fiber optic,0,1,0,0,1,1,one year,0,bank transfer automatic,99.9,6137.0,3.33
2749-ctkaj,No,male,0,1,1,22,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.15,419.9,0.67
2750-bjlsb,No,female,0,0,0,47,1,0,fiber optic,1,0,1,1,1,1,one year,1,electronic check,103.7,4730.6,3.46
2753-jmmcv,No,male,0,0,0,65,1,1,dsl,0,1,1,1,0,1,two year,1,credit card automatic,74.2,4805.65,2.47
2754-sdjrd,No,female,1,0,0,8,1,1,fiber optic,0,0,0,1,1,1,month-to-month,1,credit card automatic,100.15,908.55,3.34
2754-vdltr,Sí,male,0,0,1,10,1,1,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,95.2,930.4,3.17
2754-xbhtb,Sí,female,0,0,0,9,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,bank transfer automatic,77.65,714.15,2.59
2758-rnwxs,No,male,0,0,0,35,1,0,fiber optic,1,0,0,1,0,1,one year,1,electronic check,89.2,3251.3,2.97
2761-ociax,Sí,male,1,0,0,2,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,74.7,165.4,2.49
2761-xecqw,No,male,1,1,0,8,0,0,dsl,0,1,1,0,0,1,month-to-month,1,mailed check,43.35,371.4,1.44
2770-nsvdg,No,male,0,1,0,24,0,0,dsl,0,0,1,0,0,0,month-to-month,0,electronic check,29.1,688.0,0.97
2773-madbq,No,female,0,0,0,36,0,0,dsl,1,1,1,1,0,1,two year,1,mailed check,53.1,1901.25,1.77
2773-ovbpk,No,male,0,1,0,67,1,1,fiber optic,0,1,1,1,1,1,two year,1,bank transfer automatic,111.3,7567.2,3.71
2774-lvqus,Sí,female,1,1,0,15,1,1,fiber optic,0,0,1,1,0,0,month-to-month,1,electronic check,83.05,1258.3,2.77
2775-sefee,No,male,0,0,1,0,1,1,dsl,1,1,0,1,0,0,two year,1,bank transfer automatic,61.9,742.8,2.06
2777-phdei,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,1,0,month-to-month,0,electronic check,78.05,78.05,2.6
2778-oclgr,Sí,male,1,1,0,24,0,0,dsl,1,0,0,0,0,1,month-to-month,0,bank transfer automatic,39.1,971.3,1.3
2782-jeebu,No,male,0,0,0,21,0,0,dsl,0,1,0,1,0,0,month-to-month,1,mailed check,36.0,780.15,1.2
2782-lfzvw,No,female,0,0,0,11,1,1,dsl,0,0,0,0,0,1,month-to-month,1,mailed check,58.95,601.6,1.96
2786-gcdpi,No,female,1,0,0,50,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,104.95,5222.35,3.5
2788-cjqaq,No,male,0,0,0,13,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.45,270.2,0.65
2789-czanw,No,female,0,1,1,64,1,1,fiber optic,1,1,0,1,1,1,two year,0,bank transfer automatic,110.3,6997.3,3.68
2789-hqbou,No,male,0,0,0,3,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,80.35,253.8,2.68
2790-xuymv,No,male,0,0,1,71,1,1,fiber optic,1,1,0,0,0,0,one year,1,credit card automatic,85.45,6028.95,2.85
2791-sfvew,No,female,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,20.15,238.15,0.67
2792-lshwx,No,female,0,0,0,1,1,0,fiber optic,1,1,0,1,0,0,month-to-month,1,mailed check,83.4,83.4,2.78
2792-vppet,No,male,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,20.5,76.95,0.68
2794-ximmo,Sí,male,0,1,0,53,0,0,dsl,0,1,1,1,1,1,one year,1,electronic check,60.45,3184.25,2.02
2796-nnufi,No,female,0,1,1,46,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.95,927.1,0.66
2796-uuzzo,No,male,0,1,1,63,1,0,fiber optic,0,1,1,0,0,0,month-to-month,1,credit card automatic,80.3,4896.35,2.68
2798-nylmz,No,male,0,1,0,71,1,1,fiber optic,1,0,1,1,1,1,two year,1,credit card automatic,108.55,7616.0,3.62
2799-arnlo,No,female,1,1,0,5,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.35,341.6,2.31
2799-tslag,No,female,0,1,1,65,1,1,no,0,0,0,0,0,0,two year,1,bank transfer automatic,25.3,1748.55,0.84
2800-qquso,No,male,0,0,0,42,1,1,fiber optic,0,0,0,1,1,1,month-to-month,1,electronic check,100.3,4222.95,3.34
2800-veqxm,No,female,0,0,0,3,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,mailed check,74.75,238.1,2.49
2801-nisei,No,male,0,0,0,24,1,0,dsl,1,0,0,1,0,0,month-to-month,0,electronic check,54.95,1348.5,1.83
2804-etqdk,No,male,0,0,1,66,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.55,1357.1,0.68
2805-aufqn,No,female,0,0,0,25,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.8,475.2,0.66
2805-edjpq,No,female,0,1,1,56,1,1,fiber optic,0,1,1,1,0,1,one year,1,credit card automatic,99.75,5608.4,3.32
2806-mlnti,No,male,1,1,0,52,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer automatic,105.1,5376.4,3.5
2808-chtdm,No,female,0,1,1,23,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.1,611.45,0.84
2809-ilcyt,No,female,0,1,0,25,1,1,no,0,0,0,0,0,0,one year,1,mailed check,26.8,733.55,0.89
2809-zmyoq,No,female,0,0,0,32,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,101.35,3334.9,3.38
2810-ftlem,Sí,female,0,0,0,16,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,50.15,762.25,1.67
2811-povex,No,female,1,1,1,23,1,0,fiber optic,0,1,1,0,0,1,month-to-month,1,bank transfer automatic,88.45,2130.55,2.95
2812-enymo,No,male,0,0,0,26,0,0,dsl,1,0,0,1,1,1,one year,0,credit card automatic,54.55,1362.85,1.82
2812-reyat,No,female,0,1,0,49,1,0,no,0,0,0,0,0,0,one year,1,bank transfer automatic,20.05,923.1,0.67
2812-sfxmj,No,male,0,0,1,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.05,20.05,0.67
2815-cptul,Sí,male,1,0,0,5,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,70.25,331.9,2.34
2817-lvcpp,No,female,0,0,0,50,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.4,1023.95,0.65
2817-ntqdo,Sí,male,0,0,0,13,0,0,dsl,1,0,0,1,1,0,month-to-month,1,credit card automatic,45.55,597.0,1.52
2819-gweni,No,female,0,1,1,28,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.9,543.0,0.66
2821-warnz,No,female,0,0,1,49,1,0,no,0,0,0,0,0,0,one year,0,credit card automatic,19.45,921.3,0.65
2823-lkabh,No,female,0,0,0,18,1,1,fiber optic,0,0,1,1,0,1,month-to-month,1,bank transfer automatic,95.05,1679.4,3.17
2824-dxnkn,No,female,0,1,1,72,1,1,dsl,1,0,1,0,1,0,two year,1,bank transfer automatic,71.45,5025.85,2.38
2824-myybn,No,female,0,1,1,37,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.25,3314.15,3.18
2826-dxlqo,No,male,1,1,0,7,0,0,dsl,1,0,0,0,0,0,month-to-month,0,bank transfer automatic,29.8,220.45,0.99
2826-uwhis,No,male,0,1,0,45,1,1,fiber optic,0,1,0,0,0,0,month-to-month,0,bank transfer automatic,81.4,3775.85,2.71
2828-slqpf,No,male,0,0,0,19,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,45.0,865.85,1.5
2829-hyvzp,No,male,0,0,0,29,1,0,no,0,0,0,0,0,0,one year,1,mailed check,19.8,572.2,0.66
2830-lewoa,No,male,0,1,1,61,1,0,fiber optic,0,1,1,1,1,1,one year,0,credit card automatic,103.9,6449.15,3.46
2831-ebwrn,No,male,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,45.9,199.75,1.53
2832-kjcrd,No,female,0,0,0,38,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,103.65,3988.5,3.46
2832-scuco,No,female,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,19.9,57.4,0.66
2833-slkdq,Sí,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.05,45.05,1.5
2834-jkoow,No,female,0,0,0,15,0,0,dsl,1,1,1,1,0,0,one year,0,mailed check,45.9,693.45,1.53
2834-jrtua,Sí,male,0,0,0,71,1,1,fiber optic,1,0,1,1,1,1,two year,1,electronic check,108.05,7532.15,3.6
2834-spcjv,Sí,male,0,1,0,52,1,0,fiber optic,1,0,0,0,1,0,month-to-month,0,electronic check,84.1,4348.65,2.8
2839-rfsqe,Sí,female,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.65,38.7,0.69
2840-xanrc,Sí,male,1,1,0,24,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,93.15,2231.05,3.1
2842-bcqge,No,male,0,0,0,43,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card automatic,75.35,3161.4,2.51
2842-jtccu,Sí,male,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,46.05,80.35,1.54
2843-cqmeg,No,male,0,0,0,24,1,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,49.7,1218.25,1.66
2845-afftx,Sí,male,1,1,0,41,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,99.8,4259.3,3.33
2845-hsjcy,Sí,female,0,1,1,14,1,1,fiber optic,0,0,1,0,0,1,month-to-month,1,electronic check,87.25,1258.6,2.91
2845-kdhvx,No,female,0,1,0,64,1,0,dsl,0,1,1,1,0,1,two year,1,mailed check,68.3,4378.8,2.28
2848-yxsmw,No,male,0,1,1,72,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.4,1363.25,0.65
2851-mmutz,No,female,0,0,0,27,1,0,dsl,0,1,0,1,0,0,month-to-month,1,mailed check,56.15,1439.35,1.87
2851-sterv,No,male,1,0,0,35,1,0,dsl,0,0,1,1,1,1,one year,1,electronic check,73.0,2471.25,2.43
2853-cwqfq,No,male,0,0,1,1,1,0,dsl,0,0,0,1,0,1,month-to-month,1,mailed check,59.55,59.55,1.98
2855-qowgp,No,male,0,0,1,34,1,1,fiber optic,1,1,0,0,1,1,one year,1,electronic check,103.8,3470.8,3.46
2856-hyapg,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,68.65,68.65,2.29
2856-nnasm,Sí,male,1,0,0,43,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,mailed check,89.55,3856.75,2.98
2858-eimxh,No,female,1,1,0,53,1,1,fiber optic,0,0,0,0,1,1,one year,1,credit card automatic,95.85,5016.25,3.2
2858-mofsq,Sí,female,0,0,1,17,1,1,dsl,0,0,1,0,0,0,one year,1,mailed check,55.85,937.5,1.86
2860-ranus,Sí,female,1,0,0,20,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,credit card automatic,85.8,1727.5,2.86
2862-jveoy,No,male,0,0,0,6,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.15,124.4,0.64
2862-pfnik,No,male,0,0,1,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,24.7,24.7,0.82
2863-imqdr,No,female,0,0,0,61,1,1,dsl,1,1,1,1,1,1,two year,0,electronic check,89.65,5308.7,2.99
2865-tchjw,Sí,female,1,0,0,4,1,1,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,89.2,346.2,2.97
2866-ikbtm,No,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.55,19.55,0.65
2867-uimss,Sí,male,0,0,0,1,1,0,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,80.5,80.5,2.68
2868-llskm,No,female,0,1,1,68,1,1,fiber optic,0,1,0,1,0,0,one year,1,bank transfer automatic,83.65,5733.4,2.79
2868-mzagq,Sí,male,0,0,0,1,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,79.25,79.25,2.64
2868-snelz,Sí,female,0,0,0,2,1,1,fiber optic,0,0,1,0,0,0,month-to-month,0,mailed check,80.6,155.8,2.69
2869-adawr,Sí,female,0,0,0,45,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,credit card automatic,89.3,4016.85,2.98
2873-zliwt,Sí,female,0,1,1,40,1,1,fiber optic,0,0,1,1,0,0,month-to-month,1,electronic check,84.85,3303.05,2.83
2874-yxvva,No,female,0,0,0,34,1,0,fiber optic,0,1,1,1,1,1,month-to-month,1,electronic check,105.1,3634.8,3.5
2876-gzyzc,No,female,0,0,0,13,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,85.95,1215.65,2.86
2876-vbbbl,Sí,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.25,20.25,0.68
2877-vduer,No,female,0,1,1,35,0,0,dsl,0,0,0,1,1,0,one year,0,mailed check,40.9,1383.6,1.36
2878-dhmin,No,male,0,1,1,35,1,0,no,0,0,0,0,0,0,one year,0,electronic check,19.9,666.0,0.66
2878-rmwxy,No,male,1,1,0,72,1,1,fiber optic,1,1,1,0,0,1,two year,1,credit card automatic,102.65,7550.3,3.42
2880-fpnae,No,male,1,1,0,2,1,0,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,74.2,140.1,2.47
2882-ddzpg,No,female,0,0,0,12,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,19.45,227.45,0.65
2882-wdtba,No,male,0,1,1,69,1,0,dsl,1,1,1,1,1,0,two year,1,bank transfer automatic,75.75,5388.15,2.52
2883-ilgwo,No,male,1,0,0,57,1,1,fiber optic,0,1,0,1,1,1,month-to-month,1,bank transfer automatic,104.9,5913.95,3.5
2884-gbpfb,Sí,female,0,1,0,35,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.3,2416.55,2.34
2885-hijdh,No,male,0,1,1,69,1,1,dsl,1,0,1,1,1,1,two year,0,bank transfer automatic,86.9,6194.1,2.9
2886-kefum,Sí,female,0,1,0,63,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,107.5,6873.75,3.58
2887-jpylu,No,female,0,0,1,41,1,0,dsl,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,45.2,1841.9,1.51
2888-adfao,No,female,0,1,1,47,1,0,no,0,0,0,0,0,0,two year,1,bank transfer automatic,21.3,1041.8,0.71
2889-fpwrm,Sí,male,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,one year,1,bank transfer automatic,117.8,8684.8,3.93
2890-wfbhu,No,female,0,0,0,59,1,1,dsl,1,1,1,1,0,1,one year,0,credit card automatic,79.85,4786.1,2.66
2892-gesul,No,female,0,1,1,18,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.35,309.25,0.64
2894-qojrx,Sí,female,0,1,0,25,0,0,dsl,0,0,0,0,1,0,month-to-month,1,bank transfer automatic,34.0,853.0,1.13
2896-tbnbe,No,male,0,1,0,40,1,0,fiber optic,0,1,1,0,0,0,one year,0,electronic check,80.8,3132.75,2.69
2897-dovnd,No,male,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.8,146.65,2.33
2898-lsjgd,Sí,female,0,1,1,21,0,0,dsl,1,0,1,0,1,1,one year,1,electronic check,55.95,1157.05,1.86
2898-mrkpi,No,male,0,1,1,68,1,1,fiber optic,0,1,0,0,1,1,one year,1,credit card automatic,101.05,6770.5,3.37
2900-phpln,No,female,1,1,0,70,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,19.55,1462.05,0.65
2903-yytbw,No,male,0,1,1,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,44.55,44.55,1.48
2904-gguaz,No,female,0,1,0,72,1,1,fiber optic,1,1,0,0,0,0,two year,1,bank transfer automatic,84.05,6052.25,2.8
2905-kfquv,No,female,0,1,0,2,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,credit card automatic,70.4,154.8,2.35
2907-iljbn,No,female,0,1,1,11,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.6,233.9,0.69
2908-wgaxl,No,female,0,1,1,56,1,1,no,0,0,0,0,0,0,two year,1,credit card automatic,24.95,1468.9,0.83
2908-ztpnf,No,female,0,0,0,36,0,0,dsl,0,1,0,1,0,0,month-to-month,1,bank transfer automatic,34.85,1267.2,1.16
2911-ijorq,No,male,0,0,0,37,1,1,dsl,1,1,1,1,1,1,one year,1,bank transfer automatic,90.6,3358.65,3.02
2911-urefd,Sí,female,0,1,0,39,0,0,dsl,1,0,1,0,1,1,month-to-month,0,electronic check,55.9,2184.35,1.86
